"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6919869","AGMT.","Mitsubishi","6919869","A Proposal On","02/01/2009","12/31/2014","12,498","15,916","4,590","21,742","27,331","82,076","777,331","751,802","25,529","6919869"
"","DTD.","Heavy","","Mutlistage","","","","","","","","","","","",""
"","6/11/09","Industries","","Centrifugal Com","","","","","","","","","","","",""
"","","Limited","","","","","","","","","","","","","",""
"6923232","NNX11AB3","NASA -","6923232","Aircraft And","10/01/2010","11/29/2014","50,398","28,747","4,269","1,035,952","131,951","1,251,31","4,898,819","4,298,344","600,474","6923232"
"","5A","Glenn","","Technology","","","","","","","","6","","","",""
"","","Research","","Concepts For An","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","62,895","44,663","8,859","1,057,694","159,281","1,333,392","5,676,149","5,050,146","626,003",""
"Supervisor: Haimes /Robert","","","","","","","","","","","","","",""
"P061093","Lee-Aerofo4","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922197","NNX10AJ98","NASA -","6922197","Geometric","07/01/2010","06/30/2013","","117","42","0","107","266","172,988","172,988","-0","6922197"
"","G","Ames","","Control For","","","","","","","","","","","",""
"","","Research","","Design Through","","","","","","","","","","","",""
"","","Center","","Ana","","","","","","","","","","","",""
"6924062","NNX11AI66","NASA -","6924062","Geometry","06/09/2011","06/08/2015","","50,363","18,383","66,281","53,393","188,419","791,390","700,087","91,303","6924062"
"","A","Glenn","","Interface For The","","","","","","","","","","","",""
"","","Research","","Nasa Openmdao","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6924108","3001889485","University of","6924108","Geomach:","06/02/2011","06/01/2014","","19,976","7,291","2,331","19,979","49,579","103,005","105,176","-2,171","6924108"
"","","Michigan","","Geometry Fo","","","","","","","","","","","",""
"","","","","Mdao Of Aircraft","","","","","","","","","","","",""
"","","","","C","","","","","","","","","","","",""
"6926864","10022273-M","University of","6926864","Visualization Of","08/01/2012","01/31/2015","","18,746","6,842","0","14,330","39,919","90,252","61,912","28,340","6926864"
"","IT","Utah","","Discontinuous","","","","","","","","","","","",""
"","","","","Galerkin","","","","","","","","","","","",""
"6927972","NNX13AK1","NASA -","6927972","Geometry And","07/01/2013","06/30/2016","","51,164","18,675","5,701","42,291","117,830","266,087","117,830","148,257","6927972"
"","6G","Ames","","Meshing Control","","","","","","","","","","","",""
"","","Research","","For Design","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","140,367","51,233","74,313","130,100","396,013","1,423,722","1,157,992","265,730",""
"Supervisor: Hansman /Robert J","","","","","","","","","","","","","",""
"P061093","Lee-Aerofo4","","","","","","","","","","","","","",""
"","","","","","","Page 8 of 31, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Aeronautics & Astronautics","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6914458","NNA06CN2","NASA -","6914458","Cognitively","10/01/2006","09/30/2014","21,915","8,325","2,331","23,531","22,423","78,524","990,777","917,690","73,087","6914458"
"","3A","Ames","","Based Traffic","","","","","","","","","","","",""
"","","Research","","Complexity Met","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6922473","NNX10AN9","NASA -","6922473","Methodologies To","09/01/2010","08/31/2014","18,599","8,898","2,380","16,532","23,648","70,057","742,037","616,191","125,846","6922473"
"","2A","Ames","","Evaluate","","","","","","","","","","","",""
"","","Research","","Trade-Offs Bet","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"6922829","7000126525","Lincoln","6922829","Small Deployable","09/01/2010","09/30/2014","9,945","689","59","13,987","14,271","38,950","332,999","354,743","-21,744","6922829"
"","","Laboratory","","Uav Systems","","","","","","","","","","","",""
"6922829","7000126525","Lincoln","6923506","Fabricated","09/01/2010","09/30/2014","","","","0","","0","45,000","18,078","26,922","6923506"
"","","Laboratory","","Equipment -","","","","","","","","","","","",""
"","","","","Locusts","","","","","","","","","","","",""
"","","","","Mirco-Uav","","","","","","","","","","","",""
"6924570","11-G-016","US DOT -","6924570","Faa Joint","08/29/2011","05/31/2014","19,041","","","24,073","15,604","58,719","320,000","119,507","200,493","6924570"
"","","Federal","","University","","","","","","","","","","","",""
"","","Aviation","","Program For Air","","","","","","","","","","","",""
"","","Administratio","","Tra","","","","","","","","","","","",""
"","","n","","","","","","","","","","","","","",""
"6924930","Z988401","University of","6924930","Ads-B Airb With","09/15/2011","01/15/2015","22,451","1,912","535","67,106","22,042","114,046","2,832,500","2,811,671","20,829","6924930"
"","","Maryland -","","Alerting Research","","","","","","","","","","","",""
"","","College Park","","(Deliv","","","","","","","","","","","",""
"6924930","Z988401","University of","6929500","Ads-B Airb With","01/01/2014","01/15/2015","","","","1,200","726","1,926","44,022","1,926","42,096","6929500"
"","","Maryland -","","Alertin Research .","","","","","","","","","","","",""
"","","College Park","","Suppl","","","","","","","","","","","",""
"6925061","Z988203","University of","6925061","The Impact Of Oil","09/16/2011","08/31/2013","0","1,912","535","3,098","3,355","8,901","94,241","94,241","0","6925061"
"","","Maryland -","","Prices On The Air","","","","","","","","","","","",""
"","","College Park","","Tran","","","","","","","","","","","",""
"6925072","Z990301","University of","6925072","The Impact Of Air","09/19/2011","09/30/2013","0","1,912","535","0","1,481","3,928","184,131","184,131","0","6925072"
"","","Maryland -","","Transportation","","","","","","","","","","","",""
"","","College Park","","On U.S.","","","","","","","","","","","",""
"6925073","Z990002","University of","6925073","Wake Turbulence","09/22/2011","01/15/2015","31,617","1,912","535","23,424","21,710","79,199","235,000","180,948","54,052","6925073"
"","","Maryland -","","Analysis And","","","","","","","","","","","",""
"","","College Park","","Research To","","","","","","","","","","","",""
"6926608","Z908802","University of","6926608","Five-Year","08/01/2012","12/31/2013","9,405","9,652","3,360","3,053","13,273","38,744","108,700","108,700","-0","6926608"
"","","Maryland","","Operational","","","","","","","","","","","",""
"","","","","Expectations For","","","","","","","","","","","",""
"","","","","T","","","","","","","","","","","",""
"6927414","7000224798","Lincoln","6927414","Modular Uav","01/01/2013","12/31/2014","22,130","3,902","332","19,843","15,757","61,964","100,000","80,877","19,123","6927414"
"","","Laboratory","","Demonstration","","","","","","","","","","","",""
"","","","","Program","","","","","","","","","","","",""
"6927414","7000224798","Lincoln","6927457","Fabricated","01/01/2013","12/31/2014","","","","4,150","","4,150","50,000","23,595","26,405","6927457"
"","","Laboratory","","Equipment:","","","","","","","","","","","",""
"","","","","Flexible Uav","","","","","","","","","","","",""
"","","","","","","Page 9 of 31, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Aeronautics & Astronautics","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6928933","7000243692","Lincoln","6928933","Innovation In","11/01/2013","10/31/2014","","","","","","0","150,000","0","150,000","6928933"
"","","Laboratory","","Unmanned Air","","","","","","","","","","","",""
"","","","","Vehicle Devel","","","","","","","","","","","",""
"P061094","Leith-Aerofo5","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6921200","09-C-NE-MI","US DOT -","6923718","System-Level","03/02/2011","09/30/2014","2,331","10,214","3,346","2,926","10,878","29,694","199,390","163,699","35,691","6923718"
"","T","Federal","","Implications Of","","","","","","","","","","","",""
"","","Aviation","","Changes In","","","","","","","","","","","",""
"","","Administratio","","","","","","","","","","","","","",""
"","","n","","","","","","","","","","","","","",""
"6921200","09-C-NE-MI","US DOT -","6924663","Low Power/Low","09/01/2011","02/28/2013","0","0","0","0","0","0","39,864","39,864","-0","6924663"
"","T","Federal","","Drag","","","","","","","","","","","",""
"","","Aviation","","Approaches To","","","","","","","","","","","",""
"","","Administratio","","Mitiga","","","","","","","","","","","",""
"","","n","","","","","","","","","","","","","",""
"6926777","7000213564","Lincoln","6926777","En-Route And","09/01/2012","11/30/2014","15,828","17,855","1,081","14,952","14,688","64,402","111,200","111,132","68","6926777"
"","","Laboratory","","Terminal Speed","","","","","","","","","","","",""
"","","","","& Altitude O","","","","","","","","","","","",""
"6928689","13-C-AJFE-","US DOT -","6928689","Center Of","09/20/2013","09/19/2014","","","","","","0","0","0","0","6928689"
"","MIT-01","Federal","","Excellence For","","","","","","","","","","","",""
"","","Aviation","","Alternative Jet","","","","","","","","","","","",""
"","","Administratio","","","","","","","","","","","","","",""
"","","n","","","","","","","","","","","","","",""
"6928689","13-C-AJFE-","US DOT -","6928691","Start-Up","09/20/2013","09/19/2014","","","","2,927","1,639","4,566","10,000","4,566","5,434","6928691"
"","MIT-01","Federal","","Activities: Center","","","","","","","","","","","",""
"","","Aviation","","Of Excellenc","","","","","","","","","","","",""
"","","Administratio","","","","","","","","","","","","","",""
"","","n","","","","","","","","","","","","","",""
"6928944","DTRT5714P","U.S.","6928944","Assessment And","11/26/2013","11/30/2014","20,139","17,137","6,255","7,283","28,456","79,270","83,955","79,270","4,685","6928944"
"","80013","Department","","Analysis Of","","","","","","","","","","","",""
"","","of","","Carbon Dioxid","","","","","","","","","","","",""
"","","Transportatio","","","","","","","","","","","","","",""
"","","n TSC","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","193,399","84,320","21,284","228,085","209,951","737,039","6,673,816","5,910,829","762,987",""
"Supervisor: Hileman /James I","","","","","","","","","","","","","",""
